Priority,UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
1069,3616305433589,"CK OBSESSION (M) EDT SP 4.2+2.6 DEO+3.4 ASB",N/A,3,"BS; Classic; Perfume Center",22.75,25.56
1070,3614273693509,"D BY DIESEL U EDT/S 3.4",N/A,3,"BS; CBS; Luxury",22.9,30.47
1071,3386460086349,"COACH FOR MEN(M) 1.3OZ EDT",DOLCE & GABBANA,3,"Cosmo; Classic; Perfume Price",23,23.31
1072,853503006143,"Ellipsis by Derek Lam for Women - 5.9 oz EDP Spray                                                   ",N/A,3,"PWW; ET; Perfume Center",23,30.25
1073,853503006112,"Derek Lam 10 Crosby Hi-Fi Eau de Parfum 175ml",N/A,3,"PWW; ET; Perfume Center",23,30.25
1074,3386460127950,"Montblanc Legend Red Eau De Parfum 100ml",N/A,3,"BS; ET; Perfume Price",23,23.83
1075,719346257091,"VIVA LA JUICY NEON 3.4 EDP",N/A,3,"BS; Classic; Perfume Price",23.25,25.81
1076,6291108737323,"MUSAMAM 3.4oz EDP (M)",N/A,3,"United; Classic; French",23.5,25.88
1077,878813000254,"Animale by Animale for Women - 3 Pc Gift Set 3.4oz EDP Spray, 3.4oz Body Lotion, 3.4oz Shower Gel",N/A,3,"United; PWW; Perfume Price",23.5,25.57
1078,85805255176,"Elizabeth Arden Red Door 3.3 EDT Sp + 1.0 EDT Sp Women Travel Set",N/A,3,"Classic; Perfume Center; PWW",23.75,25.00
1079,3386460149334,"L'HOMME LACOSTE 3.3oz EDT SP (M)",N/A,3,"Cosmo; United; Perfume Price",24,24.83
1080,737052713984,"HGO GREEN (M) 4.2OZ EDT SP",N/A,3,"PWW; Network; French",24,28.28
1081,6290360592039,"LATTAFA PRIDE PEACE & LOVE 3.4 EDP U  (128571)",N/A,3,"PWW; French; Perfume Price",24,29.25
1082,20714999346,"Clinique Aromatics Elixir Parfum for Women | 3.3 oz / 100 ml",N/A,3,"PWW; CBS; Classic",24,30.31
1083,88300105519,"CK ETERNITY(M) 3.4 OZ EDT",N/A,3,"Network; United; Luxury",24,27.83
1084,3614229823813,"TESTER HUGO GREEN 4.2 SP M",N/A,3,"Network; Classic; Perfume Price",24,24.33
1085,844061015548,"PERRY 18 4PC 3.4 EDT SPR, 6.0 DEO SPRAY, 3.0 S/G, .25 oz MINI (MEN)",N/A,3,"Network; BS; Classic",24,25.88
1086,3360377031937,"RALPH LAUREN Polo Blue EDT for Men | 4.2 oz / 125 ml - SPR - Tester",RALPH LAUREN,3,"Network; Classic; Haz",24,24.50
1087,6290360593036,"LATTAFA PRIDE PISA 100ML EDP SPRAY",N/A,3,"United; French; Perfume Price",24,25.17
1088,844061015531,"SET 360 WOMAN (4PCS) 3.4+BMIST 4.0 3.0 SG + .25 EDT  ",N/A,3,"United; Classic; Perfume Price",24,26.10
1089,730870263112,"Escada Sentiment EDT for Women | 2.5 oz / 75 ml",Escada,3,"United; Classic; Perfume Center",24,27.13
1090,8011003991457,"MOSCHINO I Love Love EDT for Women | 3.4 oz / 100 ml",MOSCHINO,3,"CBS; Perfume Center; Perfume Price",24,24.50
1091,3423222090722,"ISSEY MIYAKE L'Eau D'Issey Vetiver Men EDT (100ml)",MARINA DE BOURBON,3,"Cosmo; BS; Perfume Price",24.2,29.73
1092,8011003825721,"Gianni Versace Versace Dylan Blue Eau De Toilette for Men | 1 oz / 30 ml - Spray",Gianni Versace,3,"Cosmo; PWW; Classic",24.25,29.38
1093,85715565105,"Bella Essence by Oscar de la Renta for Women - 3.4 oz EDP Spray",N/A,3,"Cosmo; Perfume Center; PWW",24.25,25.98
1094,844061014664,"PERRY ELLIS 360 RED M 4 PC SET",N/A,3,"Network; United; Perfume Center",24.25,26.08
1095,27131261612,"Estee Lauder Modern Muse EDP for Women | 1.7 oz / 50 ml",N/A,3,"Classic; Perfume Center; PWW",24.4,26.80
1096,3386460097338,"JIMMY CHOO FEVER 2.0 EDP W",Dolce & Gabbana,3,"Cosmo; PWW; Perfume Price",24.5,27.00
1097,3147758034905,"Lancome Tresor EDP for Women | 1 oz / 30 ml",Lancome,3,"Nandansons; Haz; PWW",24.5,26.67
1098,6294015188202,"ARMAF CHECKMATE QUEEN WOMEN 3.4 OZ  EDP SP",N/A,3,"United; BS; Classic",24.5,26.13
1099,3386460149150,"LACOSTE EAU DE LACOSTE BLANC L.12.12 "EAU INTENSE" M 3.4 EDT SPRAY",N/A,3,"United; Classic; Perfume Price",24.5,28.25
1100,8011003838066,"Moschino Pink Fresh Couture  Eau De Toilette for Women | 3.4 oz / 100 ml - Spray",MOSCHINO,3,"United; BS; Perfume Price",24.5,25.42
1101,3616305433596,"CK OBSESSION EDP SP 3.4+6.7BL+0.5 MINI",N/A,3,"BS; Classic; PWW",24.5,28.18
1102,3614272631908,"Diesel Spirit Of The Brave EDT 4.2 oz Spray M",Burberry,3,"BS; Classic; Luxury",24.5,30.38
1103,3386460131230,"ROCHAS GIRL EDP SP 3.3oz+15ML EDT SP +B/L 3.3oz",N/A,3,"BS; Perfume Center; PWW",24.5,27.77
1104,873824001108,"John Varvatos Vintage EDT for Men | 4.2 oz / 125 ml",John Varvatos,3,"Classic; Perfume Center; PWW",24.5,26.33
1105,6291100131273,"AL HARAMAIN OPPULENT SAPPHIRE 3.4 EDP U -  (115399)",N/A,3,"Perfume Center; PWW; Perfume Price",24.5,26.86
1106,3386460078313,"Coach Eau De Parfum 50ml",N/A,3,"Cosmo; Network; Classic",24.7,25.90
1107,8018365500099,"Gianni Versace Versace Man Eau Fraiche EDT for Men | 3.4 oz / 100 ml - SPR - Tester",Gianni Versace,3,"Cosmo; Network; CBS",24.75,25.05
1108,8052464897070,"Roberto Cavalli Signature Edp Spray 75 ml",Image,3,"Nandansons; Perfume Center; PWW",24.75,27.05
1109,3616304966736,"OBSESSION M SET 4.0 EDT + 2.5 D. STICK + 3.4 ASB + 3.4 SG",N/A,3,"Classic; French; Perfume Price",24.75,27.31
1110,8011003993802,"Gianni Versace Versace Bright Crystal EDT for Women | 1 oz / 30 ml - SPR",Gianni Versace,3,"Cosmo; Classic; Perfume Price",25,25.88
1111,8052464897124,"ROBERTO CAVALLI NERO ASSOLUTO(W)EDP SP 2.5oz                                                         ",N/A,3,"Nandansons; Perfume Center; PWW",25,26.97
1112,6291100131297,"AL HARAMAIN OPPULENT SAFFRON 3.4 EDP U  (115398)",N/A,3,"PWW; Perfume Center; Perfume Price",25,30.88
1113,6291100132171,"AL HARAMAIN AMBER OUD TOBACCO EDP 2.0 OZ SPR (M)",N/A,3,"PWW; Network; Perfume Center",25.25,30.31
1114,8011003845163,"MOSCHINO Toy Boy Men EDP TST (100ml)",N/A,3,"Cosmo; Classic; Haz",25.35,27.46
1115,3346470114739,"GUERLAIN LA PETITE ROBE NOIRE EDT 50ML ",N/A,3,"Cosmo; Haz; Perfume Center",25.5,25.83
1116,3137370207023,"Nina Ricci L'Air Du Temps EDT for Women | 1.7 oz / 50 ml",Nina Ricci,3,"Cosmo; Perfume Center; Classic",25.5,28.00
1117,3760060766625,"DUMONT - NITRO 8 PCS MINI SET : Black + Pour Homme + Green + Intense + Platinum + Red + White + Blue 10ml each",N/A,3,"Nandansons; French; Perfume Center",25.5,26.17
1118,8052464896837,"Roberto Cavalli Paradiso Azzurro Edp Spray 75 ml",N/A,3,"Nandansons; Perfume Center; PWW",25.5,27.60
1119,6291106813753,"AL HARAMAIN BON CHERIE VIOLETTE(W)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)                               ",N/A,3,"PWW; United; Perfume Center",25.5,30.38
1120,783320416118,"BVLGARI MAN TERRAE ESSENCE 2.0 EDP SP  ",Keratin Complex,3,"PWW; Haz; Perfume Center",25.5,30.36
1121,6291106813494,"AL HARAMAIN LA LUNE(U)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)(NEW)                                      ",N/A,3,"PWW; United; Perfume Center",25.5,30.91
1122,737052483214,"Lacoste Essential EDT for Men | 4.2 oz / 125 ml",Lacoste,3,"Network; BS; French",25.5,26.50
1123,6290360592985,"LATTAFA NICHE EMARATI ZIKRA 100ML EDP SPRAY",N/A,3,"United; Classic; French",25.5,27.13
1124,6294015196429,"ARMAF "CONNOISSEUR" EDP SPR 3.6 L (Clean)",N/A,3,"United; Classic; Perfume Price",25.5,26.75
1125,6294015163957,"ARMAF LE PARFAITY AZURE POUR FEMME EDP SP6.7oz",N/A,3,"BS; Perfume Center; PWW",25.5,27.67
1126,6294015163964,"ARMAF LE PARFAIT POUR FEMME PANACHE 6.8oz",N/A,3,"BS; Perfume Center; PWW",25.5,27.67
1127,3605971670978,"Ralph Lauren Polo Red Rush Eau De Toilette 75ml",N/A,3,"Cosmo; Nandansons; Classic",25.75,26.25
1128,3616305446527,"COOL WATER 5 PCS SET FOR MEN: 4.2 EAU DE TOILETTE SPRAY + 2.4 DEODORANT STICK + 2.5 SHOWER GEL + 2.5 AFTER SHAVE BALM + 0.5 EAU DE TOILETTE SPRAY",DAVIDOFF,3,"Nandansons; PWW; Perfume Center",25.75,28.44
1129,3614226904966,"Burberry Brit Sheer EDT for Women | 3.3 oz / 100 ml",Burberry,3,"Cosmo; Network; Luxury",26,31.83
1130,6290171075905,"AFNAN 9 AM DIVE 5.0 EDP SPRAY",N/A,3,"Nandansons; United; Classic",26,27.50
1131,6291100132645,"AL HARAMAIN [M] L`AVENTURE 6.76 Oz EDP SPR [LARGE SIZE]",N/A,3,"PWW; Network; Perfume Center",26,31.33
1132,3614273927949,"Mugler Alien Goddess Supra Florale Eau de Parfum 30ml",N/A,3,"PWW; Perfume Center; Perfume Price",26,29.94
1133,8011003839094,"VERSACE DYLAN BLUE POUR FEMME 1.0 ( W ) Parfum SP 1.0 OZ",N/A,3,"Cosmo; PWW; Classic",26.1,31.40
1134,3346132400705,"HERMES Un Jardin Sur Le Toit Wom EDT (30ml)",N/A,3,"Cosmo; PWW; Perfume Center",26.25,28.67
1135,3346132600051,"Herm�s Le Jardin De Monsieur Li Eau de Toilette 30ml",N/A,3,"Cosmo; PWW; Perfume Center",26.25,28.75
1136,3386460086363,"COACH NEW YORK/COACH EDT SPRAY TESTER 3.3 OZ (100 ML) (M)",Dolce & Gabbana,3,"Nandansons; Classic; Perfume Price",26.5,27.17
1137,3137370357339,"NINA RICCI NINA FLEUR(W)EDT SP 2.7oz(LI FREE)                                                        ",CHANEL,3,"Nandansons; PWW; Perfume Center",26.5,30.35
1138,6291100136285,"AL HARAMAIN JUNOON 2.5 EDP L  (116661)",Jane Iredale,3,"Nandansons; PWW; Classic",26.5,28.61
1139,3614273872287,"AZZARO Chrome For Men 3.4 OZ Parfum* Spray New",N/A,3,"PWW; Perfume Center; Perfume Price",26.5,30.21
1140,3351500980086,"AZZARO POUR HOMME 6.8 EDT M",Coach,3,"PWW; Network; Haz",26.5,30.38
1141,8431754462516,"Halloween M 4.2 edt spr",N/A,3,"United; Classic; Perfume Price",26.5,29.00
1142,844061013308,"360 PURPLE by PERRY ELLIS 4PC 3.4 EDP SPR, 4.0 BODY MIST, 3.0 SG, 0.25 oz EDT MINI (W)",N/A,3,"United; Classic; PWW",26.5,27.51
1143,3614226905284,"Burberry Weekend EDP for Women | 3.3 oz / 100 ml",Burberry,3,"Classic; Perfume Price; Luxury",26.5,30.38
1144,6291106813777,"AL HARAMAIN FLORAL FAIR(W)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)(NEW)                                  ",REPLAY,3,"PWW; United; Perfume Center",26.75,30.35
1145,8052464896530,"Uomo by Salvatore Ferragamo for Men - 3.4 oz EDT Spray",Salvatore Ferragamo,3,"Aairie; PWW; Perfume Price",27,30.75
1146,3614273070232,"Emporio Armani He Eau de Toilette 50ml",N/A,3,"Aairie; Classic; Perfume Price",27,28.63
1147,3351500016600,"AZZARO WANTED (M) EDT SP 1.7oz",N/A,3,"Acme; PWW; Classic",27,30.51
1148,3349668576180,"TESTER X'S BLACK 3.4 EDT M NEW",N/A,3,"Cosmo; Perfume Center; Perfume Price",27,31.17
1149,8011003997015,"Gianni Versace Versace Versense EDT for Women | 1.7 oz / 50 ml",Gianni Versace,3,"Nandansons; PWW; Perfume Center",27,30.27
1150,608940586907,"PARIS HILTON HEIRESS 4PC WOMEN GIFT SET - 3.4OZ EDP + 3.0OZ BODY LOTION + 3.0OZ SHOWER GEL + 0.33OZ EDP",N/A,3,"PWW; BS; Classic",27,30.22
1151,3607342378353,"Calvin Klein Eternity Aqua EDT for Men | 6.7 oz / 200 ml",Calvin Klein,3,"PWW; Haz; Perfume Center",27,29.51
1152,3360373001774,"Cacharel EDT for Men | 3.3 oz / 100 ml",Cacharel,3,"PWW; BS; Perfume Center",27,30.08
1153,3616305433466,"CK ONE 2 PCS SET: 6.7 EAU DE TOILETTE SPRAY + 6.7 SKIN MOISTURIZER",CALVIN KLEIN,3,"Network; Classic; Perfume Price",27,29.50
1154,6294015151084,"ARMAF CLUB DE NUIT - EAU DE PARFUM SPRAY 6.7 oz Women",N/A,3,"Network; United; Perfume Price",27,27.67
1155,844061015678,"SET PERRY ELLIS 360 RED MEN  (4 PC )3.4 OZ EDT / 6.0 OZ DEO SP / 3.0 OZ SG  / MINI",N/A,3,"United; Classic; PWW",27,28.50
1156,8057971180882,"Dolce & Gabbana Light Blue EDT for Women | 3.4 oz / 100 ml - Tester",Dolce & Gabbana,3,"Acme; Haz; Perfume Center",27.25,34.29
1157,3423473026785,"Dolce & Gabbana EDT for Men | 4.2 oz / 125 ml - Tester",Dolce & Gabbana,3,"Nandansons; Classic; Perfume Price",27.25,28.42
1158,783381025342,"MARILYN MIGLIN PHEROMONE ( W ) EDP SP 3.4 OZ",N/A,3,"Cosmo; Nandansons; BS",27.5,30.67
1159,8011003826711,"MOSCHINO Fresh Couture Wom EDT (100ml)",N/A,3,"PWW; BS; Classic",27.5,29.50
1160,6291100132089,"AL HARAMAIN BLANCHE FRENCH COLLECTION(U)EDP SP 3.33oz(LI FREE)                                       ",Peter Thomas Roth,3,"PWW; United; Perfume Center",27.5,36.85
1161,6294015164152,"ARMAF ICONIC  - EAU DE PARFUM SPRAY 3.3 oz Men",N/A,3,"PWW; United; Perfume Center",27.5,30.00
1162,6291100130153,"Al Haramain Amber Oud Blue Edition Eau De Parfum 60ml",Victoria's Secret,3,"PWW; United; Classic",27.5,30.90
1163,783320403903,"Bulgari Man Wood Neroli Eau De Parfum 60ml",N/A,3,"PWW; Classic; Perfume Center",27.5,31.52
1164,8052086377479,"Salvatore Ferragamo Uomo Urban Feel Eau De Toilette 100ml",bareMinerals,3,"Classic; PWW; Luxury",27.5,30.38
1165,8052464891306,"Salvatore Ferragamo Signorina W 3.4 edp  spr",N/A,3,"PWW; Classic; Perfume Center",27.75,31.55
1166,8057971183609,"Dolce & Gabbana Q Eau De Parfum for Women | 3.3 oz / 100 ml - Spray - Tester",Dolce & Gabbana,3,"Acme; Classic; Perfume Price",28,29.20
1167,3614273662598,"Viktor & Rolf Good Fortune Eau De Parfum 30ml",N/A,3,"Cosmo; PWW; Classic",28,32.16
1168,8011003809257,"TT- Versace Eros M 3.4 edt spr w/box and cap",N/A,3,"Cosmo; Network; Haz",28,28.17
1169,8011003995493,"VERSACE BRIGHT CRYSTAL (L) TESTER EDT 90 ml W/O CAP",Carolina Herrera,3,"Cosmo; Network; Classic",28,29.67
1170,3386460095464,"Coach Signature Eau De Parfum for Women | 3.3 oz / 100 ml - Spray",Coach,3,"PWW; Classic; Perfume Price",28,30.20
1171,608940586310,"PARIS HILTON W EDP/S SET 3.4 4PC",N/A,3,"PWW; United; Classic",28,30.30
1172,763511100019,"Donna Karan Dkny EDP for Women | 3.4 oz / 100 ml",Donna Karan,3,"PWW; Classic; Perfume Price",28,31.11
1173,8057971183791,"DOF DOLCE VIOLET EDT 50ML",N/A,3,"PWW; BS; Perfume Center",28,31.64
1174,3605970416003,"RALPH LAUREN Polo Red EDT for Men | 4.2 oz / 125 ml",RALPH LAUREN,3,"Network; United; Classic",28,29.33
1175,3614274306552,"AMOR AMOR W EDT/S SET 3.4 2PC",N/A,3,"BS; Perfume Center; Classic",28,30.00
1176,3386460126588,"Coach Wild Rose Eau De Parfum 50ml",Dolce & Gabbana,3,"Cosmo; Classic; Perfume Price",28.4,29.13
1177,8057971180479,"The One by Dolce and Gabbana for Women - 1 oz EDP Spray",N/A,3,"Nandansons; BS; Classic",28.5,29.25
1178,8056860210754,"Ferragamo Uomo Signature Eau De Parfum 100 ml (man)",N/A,3,"PWW; Haz; Perfume Price",28.5,34.50
1179,6290360598796,"LATTAFA PETRA 3.4 EDP SPR (W)",N/A,3,"Classic; French; Perfume Price",28.5,30.75
1180,9349830100957,"MESSI 3.4 EDP M  (129730)",N/A,3,"Nandansons; Classic; Perfume Price",29,32.00
1181,3386460119276,"JIMMY CHOO I Want Choo Wom EDP (40ml)",N/A,3,"Nandansons; Classic; Perfume Price",29,29.50
1182,8057971187843,"D&G Q  INTENSE (W) EDP SP 1.7oz",N/A,3,"PWW; BS; Perfume Price",29,33.88
1183,6291109270188,"IMPERIAL GOLD LE MOTIF COLLECTION - Orientica  - EAU DE PARFUM SPRAY 2.9 oz / 87 ml",N/A,3,"PWW; Perfume Center; Perfume Price",29,33.37
1184,8057971188109,"DG LIGHT BLUE 1.7 EDT M NEW 2025  (129943)",N/A,3,"Aairie; BS; Classic",29.5,30.75
1185,3386460074827,"Montblanc Legend Spirit Eau de Toilette 100ml",Dolce & Gabbana,3,"Aairie; Network; Perfume Price",29.5,30.83
1186,7640233340066,"Elie Saab Le Parfum Essentiel Eau de Parfum 90ml",SMN,3,"Cosmo; PWW; Perfume Center",29.5,34.54
1187,3349666010532,"Paco Rabanne Ultraviolet EDP for Women | 2.7 oz / 80 ml",Paco Rabanne,3,"Acme; Nandansons; Perfume Center",29.75,30.06
1188,3423222048044,"ISSEY MIYAKE Eau & Cedre Intense EDT (100ml)",N/A,3,"Aairie; PWW; Perfume Price",30,34.42
1189,8011003825769,"VERSACE Dylan Blue Men EDT TST (100ml)",N/A,3,"Cosmo; Network; Classic",30,31.00
1190,3386460095495,"Coach Poppy EDP for Women | 3.4 oz / 100 ml - SPR",Coach,3,"Nandansons; PWW; Classic",30,37.00
1191,6295199801116,"ARMAF CLUB DE NUIT MALEKA (W) EDP 105 ml AE",ARMAF,3,"Nandansons; Classic; Perfume Price",30,31.00
1192,6291106813678,"AL HARAMAIN BLACK OUD(U)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)(NEW)                                    ",N/A,3,"PWW; United; Perfume Center",30,33.70
1193,6291106815009,"AL HARAMAIN GREEN DUBAI(U)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)                                       ",N/A,3,"PWW; United; Perfume Center",30,33.08
1194,8057971180899,"Dolce & Gabbana Light Blue Pour Homme EDT for Men | 4.2 oz / 125 ml - Tester",Dolce & Gabbana,3,"Acme; Network; Haz",30.5,32.08
1195,3360372012825,"RALPH LAUREN Polo EDT for Men | 4 oz / 118 ml",RALPH LAUREN,3,"Nandansons; Perfume Center; Classic",31,33.08
1196,6294015165012,"ARMAF [M] PRIVATE KEY TO MY LIFE 3.4 Oz EXTRAIT DE PARFUM SPR [BLUE]",N/A,3,"PWW; Classic; French",31,36.95
1197,8011003839100,"VERSACE Dylan Blue Wom EDP (50ml)",N/A,3,"Cosmo; Classic; Perfume Center",31.45,34.49
1198,8052464895564,"Salvatore Ferragamo Bright Leather EDT M 100 ml",N/A,3,"Aairie; PWW; Classic",31.5,34.66
1199,3423478974654,"ISSEY MIYAKE Fusion D'Issey Men EDT (100ml)",N/A,3,"Aairie; United; Perfume Price",31.5,32.00
1200,3760060762184,"DUMONT [U] BOROUJ MODERNITY 2.87 Oz EAU DE PARFUM SPR",N/A,3,"Aairie; French; Perfume Center",31.5,34.75
1201,8057971187423,"D&G LIGHT BLUE(M) 2.5 EDT+1.7 BL HARD BOX",N/A,3,"PWW; BS; Perfume Center",31.5,34.41
1202,8052464895823,"Salvatore Ferragamo Signorina Misteriosa EDP W 100 ml",N/A,3,"PWW; Perfume Price; Luxury",31.5,36.75
1203,8057971188215,"D&G LIGHT BLUE 3.3 EDT SPR TESTER (WOMEN)",N/A,3,"Classic; Perfume Price; Luxury",31.5,33.88
1204,3274872487376,"GIVENCHY GENTLEMAN 3.3 EDT SP ORIGINAL BLACK BOX  ",N/A,3,"Nandansons; PWW; Perfume Center",31.65,35.41
1205,8018365070264,"Gianni Versace Versace Crystal Noir EDP for Women | 1.7 oz / 50 ml",Gianni Versace,3,"PWW; Classic; Perfume Center",31.75,36.17
1206,8054754403602,"DOLCE & GABBANA 4 PC Variety SET for Men ",N/A,3,"Nandansons; Classic; Perfume Price",32,34.25
1207,850049716628,"MICHAEL KORS GORGEOUS SET 3.4oz EDP SP+5ml EDP SP+3.4oz BODY LOTION+3.4oz S.G (L) H.B",N/A,3,"PWW; BS; Perfume Price",32,37.69
1208,3616305433770,"Calvin Klein Ck One 6.7 EDT Sp + 1.7 EDT Sp  Set Unisex",N/A,3,"BS; Classic; Perfume Price",32,34.50
1209,3614229829037,"MY BURBERRY BLUSH (L) 1.6 OZ EDP SPRAY",Gucci,3,"BS; Perfume Price; Fragrance Depot",32,40.50
1210,8052464895649,"Ferragamo Intense Leather by Salvatore Ferragamo for Men - 3.4 oz EDP Spray",Salvatore Ferragamo,3,"Aairie; PWW; Perfume Price",32.5,35.89
1211,8052464896332,"Salvatore Ferragamo Ferragamo Red Leather 3Pcs ( EDP100ml+ EDP10ml+Shampoo And Shower Gel 100ml) Set",N/A,3,"Classic; French; Haz",32.5,34.88
1212,3274878122868,"AMARIGE by GIVENCHY 3.3 EDT SPR TESTER (WOMEN)",N/A,3,"Aairie; Cosmo; Classic",32.51,33.38
1213,8057971182060,"Dolce & Gabbana Dolce Rose Eau De Toilette for Women | 2.5 oz / 75 ml - Spray",Dolce & Gabbana,3,"Aairie; Nandansons; Perfume Price",33,34.50
1214,3605972454539,"Ralph Lauren Polo Cologne Intense for Men | 4 oz / 118 ml - Spray",RALPH LAUREN,3,"PWW; United; Perfume Price",33,36.38
1215,3423222080952,"NARCISO RODRIGUEZ ALL OF ME 23 (W) 1.7oz EDP SP",N/A,3,"Aairie; BS; Classic",33.5,35.38
1216,3423222016234,"DOLCE & GABANNA DOLCE ROSE 2.5 EDT W",N/A,3,"Aairie; Classic; Luxury",33.5,38.38
1217,3386460123501,"COACH DREAMS SUNSET EDP SP 3.0oz",N/A,3,"Cosmo; Perfume Price; Luxury",34,37.67
1218,3423478901285,"NARCISO RODRIGUEZ For Her EDP TST (100ml)",N/A,3,"Cosmo; Classic; Perfume Price",34,38.58
1219,3607341471727,"Calvin Klein Eternity EDT for Men | 6.7 oz / 200 ml",Calvin Klein,3,"PWW; United; Luxury",34,38.19
1220,3616305805867,"Calvin Klein Ck One 6.7 4PC Set Unisex",Calvin Klein,3,"PWW; BS; Classic",34,36.96
1221,810101504655,"Ariana Grande Moonlight 3PC Women Set (Window Box)",N/A,3,"United; Classic; Perfume Price",34,35.50
1222,850050062479,"BHARARA GODDESS WOMEN 3.4 OZ EDP SP",N/A,3,"Aairie; United; Perfume Price",35,37.83
1223,8054754400724,"Dolce & Gabbana Dolce & Gabbana Light Blue Pour Homme 3 Pc. Gift Set for Men | S/G 1.7 oz + EDT SPR 2.5 oz + EDT SPL 0.15 oz",Dolce & Gabbana,3,"Nandansons; Classic; Luxury",35,41.83
1224,8052464898879,"SALVATORE FERRAGAMO UOMO SIGNATURE(M)(D/F)3PC SET(3.4oz edp sp,3.4oz Shampoo&Shower Gel,3.4oz A/S)   ",N/A,3,"PWW; Classic; Luxury",35,37.04
1225,8011003845347,"Gianni Versace Versace Eros Flame Eau De Parfum for Men | 1.7 oz / 50 ml - Spray",Gianni Versace,3,"PWW; BS; Perfume Price",35,36.34
1226,810101504648,"ARIANA GRANDE [W] SWEET LIKE CANDY 3 PCS SET 3.4 Oz EDP SPR+3.4 Oz B/L+4.0 Oz B.MIST [WINDOW BOX]",N/A,3,"PWW; BS; Classic",35,37.33
1227,812256029755,"Ariana Grande Thank U Next 3 Pc. Gift Set for Women | Bath & S/G 3.4 oz + EDP SPR 3.4 oz + Body Souffle 3.4 oz",Ariana Grande,3,"PWW; Classic; Perfume Price",35,38.29
1228,6291100130115,"Al Haramain Amber Oud White Edition Eau De Parfum 100ml",Victoria's Secret,3,"PWW; United; Classic",35,39.35
1229,8411061723838,"212 VIP by CAROLINA HERRERA 3.4 EDT SPR TESTER (MEN)",N/A,3,"Network; Classic; Perfume Price",35,37.33
1230,8411061906934,"212 SEXY - Carolina Herrera - EAU DE TOILETTE SPRAY 3.3 oz  Men Tester",N/A,3,"Network; Classic; Perfume Price",35,37.33
1231,3760327810030,"AL HARAMAIN Amber Oud Exclusif Sport Unisex 2.0oz Extrait De Parfum Spray",N/A,3,"Classic; Perfume Price; Luxury",35,43.50
1232,8057971183029,"Dolce & Gabbana Dolce Lily Eau De Toilette for Women | 2.5 oz / 75 ml - Spray",Dolce & Gabbana,3,"Aairie; PWW; Classic",35.5,39.40
1233,3616304966729,"CALVIN KLEIN My Euphoria For Women  set with a 3.4 oz EDP, and  a 0.33 oz EDP Spray (HB) New",N/A,3,"Nandansons; Classic; French",36,37.63
1234,3386460145213,"MONT BLANC LEGEND SPIRIT (M) SET EDT 100ML + EDT 7.5ML + SG 100ML",MONT BLANC,3,"Nandansons; Classic; Perfume Price",36,37.83
1235,812256029731,"ARIANA GRANDE SWEET LIKE CANDY EDP SP 3.4+3.4BL+3.4BSG",N/A,3,"United; Classic; Perfume Price",36,36.17
1236,768614102021,"SHISEIDO ZEN 3.4 EDP SP L",N/A,3,"PWW; United; Haz",36.25,43.18
1237,3346470301863,"GUERLAIN L'HOMME IDEAL 3.3 EDT M",N/A,3,"Aairie; BS; Perfume Price",36.5,37.83
1238,85715940032,"DONNA KARAN CASHMERE MIST 1 OZ EAU DE PARFUM SPRAY FOR WOMEN",DONNA KARAN NEW YORK,3,"Nandansons; PWW; Perfume Price",36.5,38.39
1239,3614226969316,"TIFFANY SHEER EDT 1.7 W",N/A,3,"Nandansons; PWW; Classic",36.5,40.20
1240,6291106813036,"Al Haramain Amber Oud Ruby Eau De Parfum 100ml",N/A,3,"PWW; United; Luxury",36.5,49.67
1241,3346130009610,"Terre D' Hermes EDT for Men | 1.6 oz / 50 ml",Hermes,3,"BS; Classic; Perfume Price",36.5,39.50
1242,850049716635,"MICHAEL KORS WONDERLUST SET 3.4oz EDP -3.4B/L-3.4S/GEL -4ML EDP (L)",N/A,3,"PWW; BS; Perfume Price",37,41.05
1243,3386460101035,"Montblanc Explorer Eau De Parfum 100ml",N/A,3,"Network; BS; Perfume Price",37,38.33
1244,3386460144230,"Mont Blanc Legend Blue 3.3 EDP Sp Men",N/A,3,"Classic; Perfume Price; Fragrance Depot",37,54.00
1245,3614273070270,"Giorgio Armani Emporio Armani EDP for Women | 3.4 oz / 100 ml",Giorgio Armani,3,"Aairie; Acme; Classic",38,39.00
1246,8011003827343,"Versace Eros Pour Femme Eau de Toilette 100ml",N/A,3,"Cosmo; Nandansons; Network",38,42.42
1247,6291100130559,"Al Haramain Amber Oud Ruby Edition Eau de Parfum 120ml",American Crew,3,"Nandansons; BS; Luxury",38,55.25
1248,3274872457270,"KENZO JUNGLE (W) EDP SP 3.4oz",N/A,3,"Nandansons; PWW; BS",38,40.71
1249,8057971183500,"Dolce & Gabbana Light Blue  Summer Vibes Eau De Toilette for Women | 3.3 oz / 100 ml - Spray",Dolce & Gabbana,3,"PWW; BS; Luxury",38,42.75
1250,3760327810023,"AL HARAMAIN AMBER OUD EXCLUSIF EMERALD 2.0 EDP U  (119481)",N/A,3,"Classic; Perfume Price; Luxury",38,46.33
